Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
Amy Henderson,31.0,10058.87,1,6.54,7.0,2011-02-07 17:54:22,"85837 Thomas Dam
Nicholasview, MT 98793-4972",Knox-Davis,0
Theresa Ford,40.0,9133.36,0,4.21,7.0,2015-01-19 23:48:25,"9885 Mills Dale Suite 830
West Wendyton, WA 46448",Thornton Inc,0
Donald Flores,46.0,11580.56,1,3.43,9.0,2014-05-09 04:48:30,"30890 Gloria Oval
Friedmanshire, OK 78837-9606",Harris-Pratt,0
Sarah Schmidt,41.0,10631.84,1,3.47,9.0,2008-04-12 10:56:35,"461 Alexandria Station
Kennethton, WY 83953","Thomas, Powers and Price",0
Melissa Hall,32.0,10716.75,0,5.12,8.0,2006-09-27 19:54:44,"550 Lindsay Bypass Suite 011
South Jamietown, MH 27730-3707","Bates, Montgomery and Rodriguez",0
Annette Taylor,41.0,10919.81,0,4.63,8.0,2013-04-07 23:27:11,"27767 Amy Curve
Lake Daniel, NM 73021-5259",Zimmerman Group,0
Robert Allen,48.0,10241.32,1,7.25,7.0,2014-10-29 10:48:54,"510 Nicholas Island Suite 493
Buckchester, MO 58572-4430",Williams Ltd,0
Jessica Howard,46.0,9171.56,1,5.02,8.0,2011-11-07 15:05:12,"8486 Brandon Fall Apt. 024
Matthewberg, SC 32892-2661",Mullins Ltd,0
Michael Lam,40.0,7675.52,1,4.31,11.0,2012-05-27 00:16:23,"63714 Sawyer Glens
New Tonimouth, FL 73286-2490",Olson-Davis,0
Nancy Thompson,36.0,13308.01,0,5.07,8.0,2009-01-20 00:52:46,"847 Holly Loaf Apt. 839
East Nancyberg, DC 64194-2557",Garcia-Mckinney,0
Steve Lewis,37.0,7961.21,0,2.91,9.0,2014-06-12 12:47:15,"865 Mitchell Causeway Suite 183
Meredithshire, AR 80502-3040",Clarke-Gonzalez,0
Amanda Brown,32.0,12403.6,0,4.99,7.0,2008-05-30 03:35:34,"48681 Jensen Vista
South Kevin, ND 80285",Hoffman Ltd,0
Danielle Morris,46.0,10814.59,0,4.91,8.0,2010-05-09 12:25:07,"773 Brenda Vista
Jensenshire, CO 78345","Cooper, Cohen and Knight",0
Jessica Hernandez,31.0,8829.83,1,4.52,8.0,2006-02-02 21:26:07,"6113 Jerome Locks
North Trevormouth, GA 25773",Hunt-Whitaker,0
Nicole Richards,52.0,7170.66,1,4.53,7.0,2014-05-11 16:14:02,"0667 Bennett Forge
Ingramchester, VI 46819-7446",Fisher-Hamilton,0
Lauren Johnson,47.0,10332.16,1,4.89,9.0,2016-08-06 00:18:54,"2959 Amanda Plain Suite 180
Webbside, NY 47046","Davenport, Miller and Murphy",0
Wendy Moore,41.0,14722.35,0,6.98,6.0,2011-05-28 08:09:09,"8202 Jade Unions Suite 557
South Wesley, MS 12025",Walker-Harris,0
Destiny Steele,39.0,13532.85,1,5.63,9.0,2010-11-13 11:16:01,"0784 Arnold Mountains Apt. 356
Thompsonview, IL 54999-9574",Hall LLC,0
Dakota Porter,41.0,7683.97,1,6.17,7.0,2007-08-23 19:38:19,"1005 Butler Manors
Richardland, KS 45645-6252",Nguyen PLC,0
Sara Campbell,47.0,6398.91,1,5.0,8.0,2013-02-16 16:40:14,"931 Soto Bridge Apt. 205
Michelleland, NM 64707-3332",Conner LLC,0
Manuel Hill,37.0,14595.51,1,3.83,12.0,2007-01-02 22:09:08,"7589 Munoz Mountain
Port Gina, VI 08937-6155","Hill, Abbott and Wu",0
Douglas Lee,48.0,6783.99,1,3.89,8.0,2012-03-29 02:43:19,"088 Ayala Crossroad
Lindafurt, MI 82946-5835","Jensen, Morton and Edwards",0
Charles Doyle,35.0,8190.27,0,6.28,7.0,2012-03-07 17:36:31,"Unit 1897 Box 1607
DPO AE 86804",Smith-Carroll,0
Rebecca Hamilton,45.0,9317.12,1,6.93,6.0,2013-12-16 07:56:06,"75047 Jones Ports Apt. 238
Port Zacharymouth, HI 02693",Lee-Roman,0
Dominique Kemp,40.0,10370.72,1,4.35,5.0,2016-03-28 02:06:48,"478 James Spurs
North Thomas, MT 77158-1870",Richardson Inc,0
Thomas Parker,42.0,12277.9,1,5.1,8.0,2009-01-20 07:54:43,"10575 Jacob Manors Apt. 623
Port Jonathanview, WV 63831-0620",Cook LLC,0
Aaron West,55.0,10056.55,0,4.98,8.0,2006-09-01 06:11:47,"071 Schmidt Locks Apt. 070
West Jessica, OK 60879-6593","Cruz, Russell and Boyd",0
Samantha Clark,35.0,12398.62,1,5.6,9.0,2016-11-17 09:21:44,"0385 Smith Spring
West Douglasmouth, CA 33773-7684",Grimes Inc,0
Patrick Campos,40.0,10290.14,0,4.6,10.0,2013-10-23 01:16:36,"53895 Michael Ways
Port Michael, FM 10805","Fernandez, Rodgers and Miller",0
Kevin Hicks DDS,49.0,9957.26,0,4.76,7.0,2009-09-01 11:37:22,"096 Dunn Street
Jasonshire, NC 06461-2275","Cooper, Mcguire and Nguyen",0
Joseph Hall,35.0,13480.91,1,4.41,7.0,2008-06-19 23:34:20,"6926 Martin Ramp
Thomastown, AZ 58814",Anderson PLC,0
Samantha Flores,39.0,11670.73,0,6.45,8.0,2006-06-24 00:46:18,"793 Powell Fort
Amandaview, GA 95747-4560",Williams PLC,0
John Castillo,31.0,7073.61,0,5.73,9.0,2010-12-10 11:20:20,"9831 Amy Square
Holmesberg, RI 14826-3752","Richmond, Daniels and Lee",0
Christy Hamilton,45.0,9852.25,1,4.55,8.0,2009-08-14 22:27:57,"41390 Vazquez Mall
Billystad, VI 57475-0791","Richard, Flores and Walsh",0
Jay Mosley,40.0,6402.3,0,4.28,7.0,2015-05-05 10:00:10,"885 Samantha Estates Apt. 694
Michaelland, NC 35223","Martinez, Gonzales and Williams",0
Sonya Lewis,48.0,9282.99,0,4.32,6.0,2015-09-19 12:58:19,"191 Timothy Villages Suite 755
New Jamestown, NY 42120-2598","Bowman, White and Shepherd",0
Pamela Bell,37.0,8884.39,0,6.16,7.0,2016-02-27 17:13:08,"9249 Bradford Parkways Suite 173
Amandaside, AK 12919-8330",Jacobson PLC,0
Evan Davis,46.0,13296.89,1,4.81,6.0,2011-09-14 19:09:29,"63845 Bell Mission
Browninghaven, VA 72168",Willis-Bradshaw,0
Jonathan Jones,35.0,7361.92,1,4.97,9.0,2014-03-11 15:01:22,"USNS Ward
FPO AP 80938",French and Sons,0
Richard Rojas,54.0,8092.55,1,4.55,10.0,2013-04-30 05:34:23,"01175 Soto Place
Lake Brittany, KY 33704-2728",Dominguez-Fischer,0
Jerome Pitts,39.0,9528.99,0,5.97,8.0,2010-01-02 19:57:09,"4909 Mcdonald Mews
Johnsonmouth, CT 20707",Brock-Lee,0
Yolanda Jackson,53.0,8122.34,0,3.51,9.0,2009-07-30 07:28:06,"7248 Wheeler Forks
South Wendyport, KY 21877-0885",Smith Group,0
Jessica Wells,41.0,14738.09,1,6.5,8.0,2008-06-08 01:08:27,"57837 Tammy Bridge Apt. 904
Lake Lindsey, NM 53078-4180",Sullivan-Ramsey,0
Mark Choi,34.0,11687.29,0,4.54,7.0,2013-12-09 01:38:04,"688 Tiffany Fork
Wallacemouth, ND 74929-3917",Estrada-Golden,0
Megan Wilson,43.0,7948.18,0,3.88,7.0,2006-03-29 00:55:50,"871 Campbell Fall
Allenville, NY 42045-5154",Montgomery-Edwards,0
Kathleen Reid,42.0,7915.44,1,6.17,8.0,2013-07-15 10:20:14,"Unit 7599 Box 9818
DPO AP 02154",Williams PLC,0
Walter Bates,40.0,10180.59,1,6.5,10.0,2012-08-10 09:19:49,"58605 Wiley Manor Apt. 796
Atkinstown, TX 41691",Jones LLC,0
Rita Young,44.0,8748.36,1,6.32,10.0,2015-10-06 18:31:32,"4331 Quinn Fords Suite 546
Traceyfort, CO 47194-7606","Butler, Riggs and Brown",0
David Sanders,41.0,8021.05,1,3.16,9.0,2016-10-05 16:14:32,"Unit 6283 Box 6735
DPO AP 09454-8286",Wilson PLC,0
Thomas Richardson,44.0,10445.76,0,7.02,8.0,2014-10-11 14:08:10,"8204 Leach Point Suite 900
Port Melissafort, TN 80024",Schmidt-Schroeder,0
Victoria Shaffer,34.0,9919.38,0,4.43,8.0,2015-08-06 02:01:43,"2776 Maxwell Falls
Lake Brian, MP 68585-6704",Green LLC,0
Dwayne Ryan,39.0,10741.9,0,5.48,8.0,2013-03-09 00:30:34,"676 Carlos Port Apt. 925
Anitamouth, VA 05134-0836",Williams and Sons,0
David Moore,40.0,7380.48,1,6.45,7.0,2007-09-04 21:22:10,"Unit 8071 Box 5003
DPO AE 63421-4620","Harris, Carter and Brown",0
Matthew Huffman,45.0,9649.26,1,3.77,9.0,2016-05-09 00:40:38,"1651 Amber Court
Lake Robert, ND 52826","Johnson, Brown and Frazier",0
Mary Kent,42.0,9349.99,1,4.38,7.0,2011-12-09 19:21:29,"Unit 0590 Box 7532
DPO AE 12062-5301",Houston-Cuevas,0
Molly Young,46.0,12849.1,0,4.97,8.0,2014-08-03 18:34:21,"54656 Grant Junctions Suite 070
New Toni, NM 42346","Silva, Wolfe and Ross",0
Eric Castro,38.0,10770.82,0,4.99,10.0,2016-06-19 01:23:45,"80338 Scott Trail
New Sandraview, WV 30882",Campbell-Willis,0
Tammy Johnson,35.0,8828.59,0,6.77,9.0,2008-07-23 06:09:07,"653 Smith Avenue
South David, GA 19037","Carr, Mills and Wilson",0
Mallory Powell,48.0,9921.89,0,3.73,9.0,2013-09-15 19:40:50,"6312 Stuart Stravenue
Port Wesleychester, MN 71667-5670",Carter-Novak,0
Michael Nichols,45.0,6977.56,0,6.94,11.0,2007-02-24 23:32:47,"13664 Brandon Trail
Robertshire, AK 53957",Rogers-Davis,0
Jason Stevenson,44.0,8580.85,0,5.52,10.0,2011-07-25 18:58:34,"605 Stephen Glens
Lake Juan, SD 28552","Cruz, Moore and Olsen",0
Andrea Warner,46.0,10469.5,0,6.54,10.0,2011-03-24 17:01:00,"753 Hernandez Pines Apt. 505
North Manuelstad, MI 14141-9782",Bailey LLC,0
Susan Casey,55.0,8907.17,1,7.6,11.0,2016-01-07 23:17:56,"8392 Jose Islands Apt. 208
Davisbury, MA 60135-6097",Jenkins and Sons,0
Billy Garner,46.0,10050.61,0,4.99,7.0,2009-11-06 13:24:18,"68569 Sharon Centers Apt. 331
West Ryanport, FM 66389-2936",Brooks Inc,0
Matthew Dixon,38.0,10522.6,1,5.46,10.0,2007-12-27 12:11:14,"498 Oliver Station Suite 474
Lake Traceyberg, NV 37689-1762",Mata LLC,0
Jessica Sharp,34.0,9265.59,0,5.77,8.0,2013-06-24 06:57:13,"597 Jones Passage Apt. 958
Fischerbury, AK 60046",Pittman Inc,0
Elizabeth Drake,40.0,10930.16,1,6.63,7.0,2014-05-28 16:08:41,"540 Benjamin Villages
East Ashley, TN 27044-8930",Francis-Powers,0
Tina Schmidt,45.0,10668.91,0,7.21,8.0,2011-09-21 05:53:13,"253 Megan Drive Apt. 447
Berryport, AL 03400-5942",Hall Ltd,0
Elizabeth Kennedy,47.0,11335.97,0,6.84,6.0,2014-06-26 02:50:21,"07770 Henry Ways Suite 523
Larsonchester, NE 05818","Davis, Curry and Wallace",0
Brandy Martinez,41.0,12247.91,0,5.08,9.0,2006-06-30 11:15:49,"USNV Mcgee
FPO AA 17726-1322",Smith Ltd,0
Trevor Henderson,47.0,9303.43,0,5.5,8.0,2010-04-14 20:39:00,"USCGC Bailey
FPO AA 06202-5064",Johnson-Rodriguez,0
Brandi Bryan,38.0,9826.29,0,4.93,8.0,2010-01-09 08:46:37,"502 Kenneth Trace Apt. 355
Huntshire, HI 51078","Graham, Wilson and Rios",0
Curtis Robinson,37.0,10565.59,0,4.76,10.0,2006-01-28 01:22:53,"59027 Andrea Neck Apt. 438
North Makaylaside, OR 67470-1233",Pearson-Gonzales,0
Daniel Barton,44.0,9855.18,0,6.94,7.0,2011-06-10 20:04:28,"551 Davis Crescent
New Aliciaport, TX 94552-1600",Davidson Group,0
Carolyn Cabrera,51.0,7810.06,0,5.99,9.0,2012-08-09 19:53:53,"728 Sanders Centers Suite 047
Codyview, VI 66568",Friedman-Smith,0
Mary Marshall,39.0,11144.51,0,4.25,9.0,2008-03-07 11:04:14,"57559 Kelli Stream Apt. 332
Dunlapburgh, CA 43743-8629",Chavez-Patterson,0
Thomas Campbell,36.0,8931.09,1,7.55,7.0,2006-09-13 04:18:55,"PSC 9216, Box 6338
APO AP 73140",Williams LLC,0
Christopher Clark,50.0,8929.88,0,5.63,7.0,2012-04-22 17:32:15,"69666 Christian Forges
Lake Noah, IL 14397",Thompson-Mcdonald,0
Rose White,35.0,9435.2,1,6.23,7.0,2006-03-29 18:27:06,"715 Ellis Squares
New Kathleenland, NY 05913",Vang-Stewart,0
Derek Martinez,40.0,11553.65,1,4.43,6.0,2011-08-29 06:35:54,"3004 Nash Freeway
North Craigville, CT 24488",Kramer PLC,0
Wendy Key,60.0,9621.04,1,7.65,8.0,2013-03-06 07:43:23,"98190 Gonzalez Drives Apt. 592
Lake Oliviachester, VT 54602-1656","Taylor, Johnson and George",0
Lisa Fisher,43.0,11401.42,0,3.63,10.0,2014-08-23 17:03:38,"7234 Amy Forge Suite 123
East Sarah, DC 50257-3728",Davis Inc,0
Kyle Hinton,43.0,10491.4,1,4.23,8.0,2014-09-14 06:55:15,"7029 Fowler Pike
Heathermouth, OK 59658-7247","Woods, Herrera and Fritz",0
Travis Howell,44.0,10585.86,0,5.54,8.0,2006-03-23 14:01:51,"946 Glass Cliffs Suite 105
Ashleemouth, GU 89701-5653",Schroeder-Phillips,0
Vanessa Donaldson,52.0,10697.72,0,8.35,8.0,2013-05-14 23:24:10,"08605 Scott Stream Apt. 968
New Andrea, DC 08316-2838",Davis Group,0
Kathy Robertson,37.0,11430.75,0,5.99,10.0,2015-01-02 20:11:15,"7260 Boyd Shoal
Thomasshire, MI 49243",Graham LLC,0
Katie Nichols,48.0,8465.53,1,4.98,9.0,2008-09-06 15:15:27,"PSC 5066, Box 5675
APO AP 96072-8914",Murray Inc,0
Shannon Miller,35.0,7759.15,1,6.06,10.0,2013-07-18 22:25:07,"826 Ross Causeway
Wardshire, ME 25891",Nelson LLC,0
Stacy Marshall,42.0,13081.64,0,4.66,9.0,2012-05-12 13:03:25,"896 Kevin Orchard Apt. 755
West Rogerchester, KY 62941",Daniels LLC,0
Heather Little,33.0,4711.89,0,4.97,7.0,2009-09-24 01:06:30,"158 Aaron Station Apt. 788
Millsport, VA 88018",Vaughan Group,0
Jose Rowland,36.0,12252.57,0,5.13,8.0,2014-02-11 19:43:34,"186 Macdonald Causeway
Woodstown, KY 52059-9294","Ross, Martinez and Dawson",0
Brittany Martinez,39.0,13029.61,1,4.83,8.0,2015-11-09 02:41:26,"4019 James Street Apt. 731
North Carmen, OK 01929","Ryan, Mcdonald and Garcia",0
Charles Ellison,43.0,10746.69,0,8.62,9.0,2011-08-30 12:50:46,"7082 Paul Divide Suite 132
New Nicolas, WI 35732",Mills Group,0
Dr. Kathleen Wiley,45.0,8665.79,0,5.09,9.0,2008-08-31 05:40:54,"1615 Angela Valley
Henryfurt, ID 45145-3704",Clark Group,0
Justin Roman PhD,34.0,5447.16,1,4.13,9.0,2014-01-13 16:11:54,"489 Daniel Way Suite 895
West Yeseniamouth, ME 71475","Horton, Byrd and Hernandez",0
Daniel Todd,37.0,9772.95,1,3.81,8.0,2013-06-19 11:25:41,"7960 Ryan Circles
Wilcoxhaven, ME 98912",Vega-Moss,0
Eugene Robertson,41.0,7464.08,0,3.74,8.0,2008-03-10 00:42:38,"87999 Knight Pine Apt. 281
Morenoland, ID 20602-9996",Miller-Wagner,0
Frank Chase,39.0,6168.66,1,4.71,8.0,2006-01-05 11:26:28,"USNS Potts
FPO AA 56275","Harvey, Thompson and Moss",0
Nancy Martin,34.0,12567.53,0,3.36,11.0,2009-04-02 10:00:51,"512 Wesley Stream
West Scottborough, ND 44332-3438",Diaz-Osborne,0
Duane Mcdonald,55.0,8280.03,0,6.33,5.0,2013-07-31 03:51:53,"USNV Nielsen
FPO AA 31326",Armstrong-Hicks,0
Heather Daniel,36.0,11274.98,0,4.12,10.0,2015-03-24 15:09:50,"25793 Phillips Cliff
Travisview, WV 48402-6882","Martin, Dickerson and Roberson",0
Michelle Berry,42.0,9635.87,1,2.43,9.0,2013-12-10 16:06:29,"091 Mark Drive Suite 656
East Mirandaton, LA 67137-0061",Clark and Sons,0
Claire Rivera,48.0,13743.12,1,4.83,7.0,2016-05-24 04:02:24,"35166 Roberta Skyway
Coreyfort, MO 59637-8470","Wade, Rowland and Jenkins",0
Benjamin Huff,45.0,8871.53,0,3.76,8.0,2007-03-06 12:55:46,"205 Hall Mission Apt. 211
South Matthew, HI 81737-8521","Hurley, Moody and Gomez",0
Bradley Chambers,37.0,8818.03,1,2.89,9.0,2014-05-04 18:26:39,"PSC 6159, Box 4526
APO AA 00585",Wilson LLC,0
Terry Kelley,37.0,9788.78,0,5.24,7.0,2013-02-25 23:36:03,"USCGC Lee
FPO AE 62096-3283",Long-Williams,0
Kenneth Fuller,34.0,6131.92,0,4.17,9.0,2013-02-13 03:34:18,"12801 Mcdowell Meadows Suite 614
Port Susanshire, OH 89980","Campbell, Williams and Mccarty",0
Stephen Reed,40.0,12043.27,1,5.04,7.0,2013-02-14 03:05:33,"486 Washington Fields
Josephhaven, VI 31007",Todd LLC,0
Angela Holloway,40.0,12919.92,0,4.23,11.0,2009-10-29 16:25:56,"7488 Dana Mountain Suite 133
Lake Desireeport, MD 40139-0534",Ray-Rodriguez,0
David Carter,38.0,10367.14,0,5.92,9.0,2014-02-11 20:45:38,"478 Wilson Gateway Apt. 606
New Tanyafort, WA 18702",White Group,0
Nancy Bartlett,44.0,9063.16,1,4.76,8.0,2012-12-17 04:57:51,"862 Parks Center Apt. 794
Barrfort, NV 83967-0913",Porter-Dunn,0
Jason Hebert,40.0,10606.97,1,4.11,10.0,2013-03-19 10:44:41,"26996 Nicole Ridge Suite 342
Lake Robertside, OK 04293",Hawkins-Escobar,0
Gerald Mullins,42.0,8558.52,0,5.36,7.0,2009-06-04 17:54:25,"10282 Megan Island
Port Carla, FM 85303-6406",Hamilton PLC,0
James Smith,43.0,11375.25,1,5.09,9.0,2013-04-29 23:11:25,"6510 Debra Estates
Port Lucasberg, NY 90239-6448","Cooper, Martin and Reid",0
Samantha Munoz,48.0,8514.24,0,4.61,9.0,2007-09-21 20:21:59,"68861 Clarke Trail Apt. 668
Bakerchester, OK 24227",Garza Inc,0
Megan Smith,39.0,12019.93,0,4.87,10.0,2010-09-26 03:46:36,"733 Sophia Springs Suite 169
East Shawn, MO 90668-3810",Stanley and Sons,0
Gregory Chandler,38.0,9419.66,1,5.24,9.0,2006-03-26 00:38:02,"863 Marquez Brooks
West Tommychester, MT 16982-2044",Gomez-Petersen,0
Crystal Smith,33.0,10309.71,1,2.96,7.0,2014-01-28 07:38:46,"893 Carla Trace Suite 132
Lake Aliciaport, AR 87567","Chan, Patterson and Smith",0
Juan Simmons PhD,47.0,10313.06,0,5.44,8.0,2010-11-08 02:42:38,"496 Watts Roads
East Alejandro, NC 70921-5585",Martinez PLC,0
Monica Downs,34.0,13460.92,1,3.67,7.0,2007-05-25 08:54:55,"53283 Collins Walk Suite 363
South Shawnfort, MS 76289",Green PLC,0
Paul Wilson,54.0,10216.59,0,2.77,7.0,2008-01-17 16:01:24,"8764 Wilson Plaza
New Sharonview, MT 83968","Williams, Mcintyre and Burns",0
Sandra Hogan,37.0,12766.24,0,3.72,9.0,2010-06-14 20:59:29,"12928 Heather Island Apt. 889
East Michelle, KY 96712-4016",Yu-Murillo,0
Anna Wood,38.0,11360.99,0,4.5,7.0,2008-08-06 05:26:39,"33021 Cody Falls Apt. 693
Bellfort, NM 76335-9037",Miranda-Sloan,0
Patrick Edwards,47.0,9166.22,0,3.51,9.0,2015-03-19 05:04:02,"215 Gardner Islands Apt. 747
East Jonathanmouth, AL 62844-5315",Pierce and Sons,0
Matthew Clayton,41.0,8996.04,1,6.19,9.0,2011-04-20 06:33:42,"866 Huffman Ports Suite 795
South Stacyport, KS 32492",Morgan and Sons,0
Mark Marquez,55.0,9743.57,0,5.89,8.0,2009-07-11 05:41:15,"631 Christopher Mount
South Abigailport, LA 19480",Martin-Cobb,0
Alexis Allen,43.0,7686.13,1,7.17,8.0,2016-09-27 07:00:35,"7448 Jason Ridges
Heatherfort, GU 92916-6774",Jones and Sons,0
Melissa Coleman,29.0,13255.05,1,4.89,8.0,2016-02-21 14:20:41,"9334 Colleen Passage Apt. 344
Michelleberg, MD 31481","Gonzalez, Abbott and Lane",0
Terry Curtis MD,48.0,8403.02,0,3.61,11.0,2016-03-13 07:22:59,"080 Jamie Way
Cartermouth, MA 05582",Blackburn-Bush,0
Jessica Campbell,43.0,7277.27,1,5.98,8.0,2014-09-20 03:34:14,"510 Armstrong Square
Davisshire, SC 57672-9166",Bates and Sons,0
Brandon Wilson,32.0,8575.71,0,4.26,9.0,2006-11-15 14:58:19,"Unit 6545 Box 5723
DPO AP 79461","Parker, Hoffman and Pugh",0
Meghan Jackson,46.0,9844.79,0,3.57,11.0,2010-01-03 10:44:43,"6574 Travis Extensions
New Casey, RI 40982",Phillips-Peters,0
Jeffrey Simpson,42.0,7529.23,1,5.86,7.0,2006-02-15 12:09:15,"913 Thomas Dale
Harristown, OR 05449-4141","Thompson, Vaughan and House",0
Cheryl Hernandez,46.0,4111.4,0,3.93,8.0,2010-02-18 18:40:00,"7772 Elizabeth Ridge
North Chloe, AL 79941",Beltran Group,0
Amy Riddle,45.0,8389.84,1,6.81,5.0,2009-08-19 08:06:04,"4964 Page Estate
East Richardmouth, OK 43652",Parker PLC,0
Linda Moore,40.0,7864.63,0,4.56,9.0,2008-09-11 19:53:58,"2736 Sharon Spring
South Joshuafort, FM 69643",Wilson PLC,0
Carol Bush,39.0,8677.62,0,5.2,7.0,2007-02-26 18:24:44,"210 Ray Estates
East Debbie, SD 40157-2687",Miller-Morgan,0
Gail Lopez,25.0,9672.03,0,5.49,8.0,2006-01-02 04:16:13,"Unit 8122 Box 5528
DPO AP 49927","Chapman, Howard and Campos",0
Joseph Bauer,33.0,11370.28,1,4.4,6.0,2010-03-08 19:38:23,"580 Beasley Junctions Apt. 927
Woodston, AZ 17941",Patterson LLC,0
Kayla Foley,44.0,13915.9,0,4.61,9.0,2008-04-04 04:04:53,"636 Dana Spurs Apt. 334
West Amytown, NC 29641","Campbell, Velasquez and Porter",0
Teresa Reyes,35.0,10999.05,0,4.76,10.0,2009-02-08 13:41:53,"831 Heidi Stream Apt. 991
West Taylorstad, ID 48825-5453","Mendez, Harris and Gordon",0
Shannon Potter,39.0,7636.98,0,5.56,9.0,2013-02-20 07:41:36,"741 Nicole Via Apt. 202
Lake Darrellberg, WI 22772","Riddle, Baldwin and Brown",0
Barbara Singleton,38.0,9461.83,0,4.9,10.0,2012-08-02 14:55:41,"176 Cheryl Plains Suite 253
Harrisonmouth, PW 17373-8223",Kennedy and Sons,0
Kayla Reeves,38.0,100.0,0,5.27,5.0,2006-10-03 09:01:48,"1511 Porter Drive
Amberberg, NC 44608",Stewart-Lopez,0
Tami Smith,53.0,9655.25,0,4.44,10.0,2006-10-19 01:12:04,"30920 Bell Passage Suite 036
Annafort, PR 57518-0173",Neal and Sons,0
Brandon Hunter,45.0,15188.65,0,6.17,8.0,2010-07-07 22:11:21,"285 Rhonda Harbors
Trevinochester, TX 18888-5407",Ramos PLC,0
Lisa Rodriguez,49.0,14124.0,1,3.02,10.0,2014-12-17 02:27:36,"567 Ian Loop
Lambertberg, MA 68810-6480","Rocha, Wagner and Chandler",0
Eric Martin,44.0,14155.97,1,6.99,8.0,2006-05-31 09:24:41,"162 Paul Freeway Apt. 301
New Jessicaton, SC 29138",Warner-Welch,0
Sharon Hull,37.0,11294.26,0,4.95,10.0,2007-11-09 16:04:00,"USCGC Collier
FPO AE 40469-8677",Bradley-White,0
Allison Clark DDS,43.0,14241.75,0,3.73,12.0,2006-07-11 11:32:51,"PSC 9202, Box 1991
APO AA 75619",Robinson-Perez,0
Nicholas Williams,43.0,11334.3,0,3.47,9.0,2014-01-21 22:14:47,"600 Rachel Manor
Port Mary, SD 03631-0936",Haley Inc,0
Wanda Hess,34.0,7818.13,0,6.11,8.0,2006-03-02 01:45:25,"3334 Alvarez Streets Apt. 358
Joyceton, MH 42340-8249",Mccarty-Stevens,0
Fernando Ramsey,47.0,11520.18,1,5.07,9.0,2014-12-04 09:09:43,"73285 Norman Ramp Apt. 829
Tommyport, ID 38974-8331",Anderson-Palmer,0
Sylvia Crawford,47.0,7996.78,1,5.45,8.0,2009-07-23 06:05:22,"032 Craig Lane
Robertstown, AK 35233",Nguyen-Grant,0
Trevor Burns,27.0,8628.8,1,5.3,7.0,2016-04-11 08:58:24,"2786 Collins Loaf
Susanchester, CT 84620-3615",King LLC,0
Kristen Terry,39.0,10292.19,0,4.99,8.0,2015-11-12 03:06:28,"2091 Antonio Tunnel Apt. 841
Gibsonburgh, GU 98706",Rodriguez Group,0
Mr. Joseph Garcia,32.0,11540.86,0,3.0,7.0,2008-12-30 08:28:26,"3028 Robles Road
South Megan, CT 13834-0339","Zuniga, Clark and Shaffer",0
Lauren Nelson,40.0,7490.92,0,4.75,5.0,2013-08-05 20:26:59,"341 Benjamin Knolls
Robertview, ND 28469-9018",Hall Inc,0
Frank Coleman,39.0,4316.73,1,4.79,9.0,2006-06-16 14:31:30,"686 Bonnie Locks Suite 704
Hayesburgh, SD 23695-5265",Pollard-Lambert,0
Faith Sanchez,41.0,11738.88,0,7.27,9.0,2009-06-26 18:06:47,"390 Johnson Glen Apt. 475
East Dawnbury, ME 42067",Frazier and Sons,0
Catherine Johnston,38.0,15509.97,0,4.65,8.0,2006-07-06 02:38:21,"590 Ware Mission
East Markhaven, PR 46489","Thomas, Marks and Hurst",0
Anthony Green,52.0,12010.74,0,5.09,8.0,2010-02-26 16:33:36,"824 Ryan Orchard
Rebeccabury, FL 02869","Miller, Gardner and Harris",0
Justin Brady,43.0,5907.07,0,5.89,8.0,2011-02-12 01:22:55,"9462 Samuel Place
Lake Jamie, WV 34853",Hunter LLC,0
Hector Anderson,39.0,10510.95,0,2.87,9.0,2009-06-28 11:42:32,"321 Perez Village
Ericaview, GU 17997",Rodriguez Inc,0
Jessica Hudson,43.0,8914.46,0,6.49,7.0,2008-04-21 23:26:57,"7255 Weber Port
Davischester, ND 95345-7872","Smith, Marshall and Conway",0
Brittney Nichols,38.0,5353.97,0,6.25,9.0,2012-01-17 00:39:22,"85040 Denise Mills
West Lynn, TN 21871","Johnson, Mills and Murphy",0
Mary Davis,36.0,12495.15,0,4.86,9.0,2016-06-08 11:44:18,"5304 Richards Run Apt. 960
Lake Emilyville, VA 21428","Jordan, Guerrero and Hoffman",0
Paula Rivera,45.0,13118.56,0,4.89,7.0,2010-05-16 09:00:45,"2518 Vargas Highway Suite 437
Port Briannaburgh, PA 26077","Rodriguez, Mcguire and Johnson",0
Lisa Munoz,39.0,5846.65,1,6.65,9.0,2007-03-27 15:23:44,"504 Knight Lodge Apt. 985
Annastad, NV 86484",Anderson Group,0
Kimberly Carrillo,37.0,7239.49,1,5.01,9.0,2013-04-18 06:03:00,"513 Bullock Alley
New Diane, NM 39999",Rodriguez PLC,0
Charles Thompson,36.0,14003.88,1,3.54,6.0,2007-03-25 22:58:58,"066 Jenkins Walks
Barbaramouth, LA 76409",Sawyer and Sons,0
Jasmin Sullivan,43.0,9891.3,0,5.75,11.0,2015-03-29 18:43:13,"22500 Paul Port Apt. 531
Nolanmouth, LA 85060-3073",Bailey-Rose,0
